Reading Date, 1 am kWh Consumption, 2 am kWh Consumption, 3 am kWh Consumption, 4 am kWh Consumption, 5 am kWh Consumption, 6 am kWh Consumption, 7 am kWh Consumption, 8 am kWh Consumption, 9 am kWh Consumption, 10 am kWh Consumption, 11 am kWh Consumption, 12 pm kWh Consumption, 1 pm kWh Consumption, 2 pm kWh Consumption, 3 pm kWh Consumption, 4 pm kWh Consumption, 5 pm kWh Consumption, 6 pm kWh Consumption, 7 pm kWh Consumption, 8 pm kWh Consumption, 9 pm kWh Consumption, 10 pm kWh Consumption, 11 pm kWh Consumption, 12 am kWh Consumption, Total On-Peak kWh Consumption, Total Mid-Peak kWh Consumption, * Total Off-Peak kWh Consumption
8/3/2021,0.336,0.295,0.293,0.268,0.271,0.407,0.268,0.289,0.277,0.261,0.248,0.275,0.279,0.27,0.245,0.264,0.277,0.281,0.268,0.249,0.302,0.407,0.42,0.387,1.61,1.624,3.903
8/4/2021,0.319,0.293,0.289,0.275,0.258,0.281,0.282,0.275,0.249,0.265,0.28,0.278,0.259,0.248,0.271,0.277,0.268,0.247,0.255,0.276,0.331,0.389,0.371,0.417,1.601,1.571,3.781
8/5/2021,0.362,0.292,0.271,0.281,0.302,0.302,0.272,0.264,0.287,0.289,0.286,0.26,0.259,0.291,0.285,0.271,0.252,2.352,1.002,0.283,0.291,0.398,0.43,0.436,1.618,4.48,3.92
8/6/2021,0.33,0.263,0.298,0.292,0.289,0.26,0.268,0.284,0.283,0.261,0.255,0.286,0.28,1.303,3.025,0.877,2.789,0.881,2.713,3.845,3.752,4.231,1.725,2.11,8.56,4.677,17.663
8/7/2021,1.904,0.466,0.468,1.578,1.767,0.787,1.312,0.968,0.404,0.417,0.683,1.263,1.277,2.432,2.716,0.869,0.726,0.64,1.195,2.177,2.344,4.145,4.041,4.064,0,0,38.643
8/8/2021,2.38,2.281,2.438,0.429,0.428,0.399,0.397,0.42,0.489,0.66,0.628,0.856,1.059,0.917,0.855,2.211,3.307,0.9,2.111,3.872,4.06,3.854,3.013,1.084,0,0,39.048
8/9/2021,3.254,1.758,0.418,2.234,1.794,0.399,0.389,0.405,0.629,0.649,0.801,0.736,0.835,1.912,1.894,4.332,3.309,2.377,2.094,4.032,3.872,3.743,2.534,3.203,13.018,6.955,27.63
8/10/2021,3.338,3.113,3.089,2.309,0.437,0.426,0.524,0.579,0.882,0.922,0.723,0.808,1.007,0.855,1.795,3.511,2.18,2.285,1.323,1.092,1.886,3.979,3.881,3.35,10.156,6.714,27.424
8/11/2021,0.831,0.623,2.039,3.119,3.111,1.357,0.521,0.511,0.868,0.953,0.7,0.863,1.067,2.108,2.1,3.581,2.019,0.982,1.843,4.048,4.153,4.801,2.225,3.402,11.738,5.857,30.23
8/12/2021,3.342,3.087,1.385,1.132,0.435,0.455,0.441,0.438,0.47,1.024,0.739,0.813,0.819,0.658,1.893,2.308,2.935,3.372,1.273,0.723,1.752,4.07,4.061,1.32,9.426,7.316,22.203
8/13/2021,3.265,3.179,3.153,3.119,0.97,0.473,0.457,0.457,0.851,0.808,0.708,0.741,0.864,0.687,1.303,3.793,3.015,0.729,2.116,3.798,0.44552,0.61848,3.129,3.593,10.403,5.669,26.2
8/14/2021,3.388,1.331,0.376,0.354,0.339,0.962,1.639,0.333,0.362,0.504,0.587,0.774,0.589,0.732,0.453,0.553,0.569,0.659,0.572,0.49,0.468,0.535,0.559,1.093,0,0,18.221
8/15/2021,0.924,0.515,0.418,0.429,0.434,0.437,0.362,0.386,0.425,0.451,0.526,0.616,0.767,0.649,0.751,0.673,0.639,0.833,1.275,1.039,1.045,1.091,0.988,0.866,0,0,16.539
8/16/2021,0.6,0.396,0.418,0.44,0.43,0.431,0.459,0.455,0.59,0.809,0.754,0.87,0.807,0.649,0.629,0.668,0.86,0.685,1.055,1.596,1.018,1.228,1.315,0.926,4.483,4.348,9.257
8/17/2021,0.671,0.469,0.456,0.427,0.454,0.452,0.44,0.413,0.805,0.572,0.627,0.663,0.885,1.921,4.092,4.011,0.878,1.289,4.632,3.08,1.638,2.683,3.886,3.801,12.45,8.338,18.457
8/18/2021,1.889,1.099,1.787,0.412,1.707,0.379,0.387,0.396,0.759,0.608,0.648,0.946,0.707,0.612,0.661,3.242,0.733,1.016,1.789,3.544,2.205,3.714,3.404,1.146,6.901,5.216,21.673
8/19/2021,3.141,3.056,3.008,2.073,0.428,0.42,0.375,0.389,0.704,0.509,0.643,0.578,0.61,0.561,0.72,3.201,3.521,3.633,3.503,0.997,0.628,0.775,3.479,3.501,9.191,9.381,21.881
8/20/2021,3.147,3.115,2.18,0.561,0.983,0.408,0.399,0.38,0.75,0.627,0.884,0.577,0.826,0.621,1.57,3.518,2.148,0.899,3.16,1.197,1.094,3.944,3.771,3.769,9.26,6.7,24.568
8/21/2021,3.557,3.255,3.187,3.176,0.668,0.53,0.513,0.484,0.555,0.707,0.913,1.631,1.562,1.121,2.465,1.222,1.032,3.662,3.917,3.795,3.873,3.927,2.427,1.432,0,0,49.611
8/22/2021,3.78,3.434,3.101,0.915,1.278,0.454,0.464,0.449,0.446,0.455,0.543,0.962,0.682,0.538,0.515,0.554,0.638,3.635,3.946,3.856,2.818,3.896,3.514,2.639,0,0,43.512
8/23/2021,3.441,3.204,3.194,2.741,0.531,0.503,0.533,0.522,0.902,0.557,0.644,0.847,1.881,2.972,0.677,3.554,3.621,3.703,4.128,3.862,1.147,3.904,3.787,3.731,13.552,10.456,30.578
8/24/2021,3.558,3.227,3.267,3.071,0.653,0.64,0.608,0.641,0.868,0.606,0.663,0.743,0.883,2.591,3.625,4.146,0.954,3.693,1.516,1.378,3.848,3.837,3.898,1.413,12.942,7.987,29.398
8/25/2021,3.391,3.176,3.096,3.085,1.958,0.487,0.445,0.48,0.832,0.57,0.534,0.725,0.885,0.716,0.764,3.354,2.107,1.338,3.564,2.057,3.932,4.066,2.88,3.005,8.551,7.318,31.578
8/26/2021,3.329,3.225,3.171,3.157,1.871,0.521,0.481,0.52,0.885,0.549,0.551,0.897,0.698,1.551,3.643,3.537,0.941,1.306,4.112,4.037,4.028,3.821,3.779,3.743,11.267,7.923,35.163
8/27/2021,3.352,3.166,3.138,0.985,0.533,0.533,2.368,0.486,0.853,0.571,0.549,0.625,0.906,0.763,0.956,0.805,1.031,1.07,3.84,2.433,0.757,3.403,1.079,3.796,5.086,7.369,25.543
8/28/2021,3.352,3.084,3.007,1.841,0.449,0.416,0.431,0.444,0.473,0.722,0.698,1.161,0.981,0.589,0.584,0.553,2.122,3.065,1.111,1.033,1.349,4.746,3.637,1.298,0,0,37.146
8/29/2021,3.43,3.269,3.17,3.303,2.104,0.512,0.499,0.459,0.508,0.887,0.777,0.977,0.94,0.722,1.914,2.175,1.957,0.68,0.65,0.655,0.739,3.412,3.481,3.523,0,0,40.743
8/30/2021,3.337,3.157,3.108,1.82,0.489,0.478,0.515,0.523,0.528,0.564,0.471,0.481,0.493,0.485,0.452,0.475,1.349,2.944,1.503,4.076,3.913,3.987,3.979,2.829,3.735,6.533,31.688
8/31/2021,3.379,3.075,1.743,0.511,0.506,0.506,0.49,0.489,0.779,0.612,0.51,0.607,0.673,0.76,1.024,0.857,0.877,0.935,1.167,1.322,1.35,1.396,1.097,1.074,4.798,4.492,16.449
9/1/2021,0.767,0.56,0.503,0.51,0.507,0.506,0.497,0.496,0.865,0.658,0.516,0.503,0.654,0.78,0.604,0.664,0.554,0.67,0.883,1.448,1.526,1.575,1.428,1.311,3.759,4.088,11.138
9/2/2021,0.813,0.46,0.473,0.499,0.461,0.453,0.477,0.471,0.501,1.046,0.62,0.577,1.005,0.803,0.771,0.755,0.71,1.022,1.165,1.129,0.921,1.016,0.994,0.926,4.621,4.825,8.622
9/3/2021,0.928,0.743,0.71,0.685,0.72,0.714,0.665,0.689,1.115,0.55,0.49,0.519,0.588,0.478,0.525,0.857,0.674,0.681,0.994,1.162,1.069,1.368,1.294,1.248,3.641,4.519,11.306
9/4/2021,0.843,0.534,0.532,0.527,0.493,0.505,0.521,0.463,0.463,0.964,0.632,0.572,0.897,1.579,1.128,1.111,0.997,1.088,1.291,1.233,1.305,1.37,1.662,1.277,0,0,21.987
9/5/2021,0.761,0.633,0.556,0.517,0.537,0.553,0.531,0.506,0.853,0.824,0.986,1.203,0.659,0.559,0.56,0.721,0.626,0.778,1.114,1.285,1.25,1.265,1.17,1.114,0,0,19.561
9/6/2021,0.856,0.619,0.575,0.568,0.557,0.534,0.565,0.552,0.571,0.909,0.629,1.064,1.004,1.186,1.864,1.184,0.803,1.55,1.365,1.057,1.06,1.048,1.087,1.047,0,0,22.254
9/7/2021,0.704,0.506,0.497,0.465,0.463,0.486,0.471,0.431,0.797,0.564,0.526,0.654,0.667,0.763,0.728,0.929,0.823,0.615,0.467,0.559,1.088,1.093,1.214,0.78,4.564,3.4,8.326
9/8/2021,0.585,0.526,0.496,0.47,0.491,0.487,0.464,0.798,1.181,0.763,1.207,0.569,0.585,0.85,0.805,0.689,1.019,1.837,0.961,0.939,0.886,1.34,1.254,1.116,4.517,6.747,9.054
9/9/2021,0.707,0.597,0.587,0.623,0.552,0.6,0.591,0.871,1.07,0.63,0.583,0.563,0.605,0.742,0.578,0.687,0.661,0.547,1.008,1.114,1.064,1.75,1.402,1.132,3.836,4.709,10.719
9/10/2021,0.6,0.556,0.471,0.474,0.502,0.479,0.444,0.726,1.103,0.578,0.554,0.538,0.508,0.481,0.526,0.594,0.604,0.55,0.886,0.919,0.834,1.052,1.033,1.048,3.251,4.397,8.412
9/11/2021,0.744,0.572,0.449,0.446,0.475,0.474,0.441,0.437,0.499,0.623,0.936,0.884,0.996,1.031,0.82,0.789,0.729,0.786,0.968,1.215,1.42,1.006,1.139,1.021,0,0,18.9
9/12/2021,0.842,0.624,0.482,0.475,0.486,0.473,0.444,0.469,0.559,0.887,0.838,1.075,0.885,0.842,0.691,0.751,0.846,0.708,0.981,1.048,1.088,1.328,1.082,0.863,0,0,18.767
9/13/2021,0.686,0.466,0.443,0.428,0.431,0.655,0.493,0.783,0.704,1.074,0.788,0.474,0.455,0.47,0.468,0.441,0.649,0.919,0.822,0.788,0.848,1.089,1.299,0.795,2.957,5.09,8.421
9/14/2021,0.669,0.541,0.484,0.482,0.55,0.56,0.426,0.529,0.885,0.595,0.515,0.801,0.552,0.434,0.444,0.55,0.648,0.807,1.334,1.212,1.163,2.095,3.779,1.742,3.429,4.665,13.703
9/15/2021,2.833,0.76,0.448,0.478,0.53,0.899,1.95,0.663,0.808,0.741,0.546,0.475,0.593,0.566,0.581,0.561,0.509,0.922,1.132,0.856,0.754,0.858,0.895,0.835,3.285,4.812,12.096
9/16/2021,0.691,0.429,0.429,0.426,0.566,0.538,0.421,0.492,0.983,0.661,0.553,0.532,0.656,1.383,0.813,0.554,0.581,0.827,1.185,0.874,0.951,1.119,0.81,0.696,4.519,4.701,7.95
9/17/2021,0.518,0.387,0.4,0.418,0.409,0.436,0.408,0.674,0.918,0.711,0.801,0.622,0.824,0.594,1.098,0.674,0.722,1.262,1.098,3.551,1.21,3.754,3.936,3.522,4.534,5.464,18.949
9/18/2021,0.691,0.64,0.49,0.408,0.415,0.435,0.424,0.38,0.477,0.662,0.678,0.937,0.913,0.8,0.659,0.758,0.85,0.889,1.336,1.506,1.224,1.175,1.376,1.175,0,0,19.298
9/19/2021,0.882,0.561,0.462,0.482,0.486,0.49,0.488,0.444,0.636,0.596,0.537,0.45,0.44,0.813,0.738,0.677,0.798,0.872,0.469,0.538,1.008,1.255,1.046,0.835,0,0,16.003
9/20/2021,0.535,0.488,0.463,0.469,0.459,0.743,0.463,0.698,0.865,0.691,0.501,0.591,0.574,0.486,0.586,0.509,0.575,0.735,0.871,0.78,0.712,1.035,1.179,0.834,3.321,4.361,8.16
9/21/2021,0.761,0.474,0.465,0.485,0.454,0.511,0.446,0.82,0.819,0.633,0.638,0.858,0.619,0.571,0.756,1.507,0.927,0.93,1.261,1.049,1.12,1.174,1.349,0.985,5.238,5.101,9.273
9/22/2021,0.714,0.589,0.472,0.526,0.507,0.677,0.453,0.772,1.095,0.567,0.512,0.655,0.551,0.722,0.569,0.597,0.644,0.737,0.821,0.817,0.752,1.141,1.077,0.764,3.738,4.504,8.489
9/23/2021,0.658,0.506,0.534,0.503,0.486,0.679,0.432,0.783,1.203,0.66,0.571,0.536,0.476,0.452,0.462,0.584,0.557,0.864,0.9,1.151,1.039,1.133,1.054,0.81,3.067,4.981,8.985
9/24/2021,0.715,0.58,0.518,0.52,0.513,0.643,0.525,0.769,0.958,0.915,0.679,0.493,0.681,0.557,0.58,0.582,0.489,0.508,0.712,0.873,0.93,1.093,1.26,0.772,3.382,4.541,8.942
9/25/2021,0.723,0.49,0.503,0.498,0.476,0.551,0.487,0.46,0.65,0.718,0.704,0.728,0.723,0.652,0.621,0.807,0.82,0.833,1.467,1.155,1.324,1.521,1.029,1.046,0,0,18.986
9/26/2021,0.685,0.525,0.502,0.481,0.514,0.503,0.486,0.487,0.584,0.809,0.687,0.975,0.848,0.59,0.672,0.982,0.782,1.125,1.287,1.572,1.553,1.42,1.129,0.978,0,0,20.176
9/27/2021,0.566,0.522,0.512,0.533,0.503,0.539,0.49,0.813,0.996,0.593,0.533,0.516,0.617,0.539,0.489,0.522,0.623,1.099,0.905,0.868,0.744,1.055,1.081,1.111,3.306,4.939,8.524
9/28/2021,0.794,0.666,0.509,0.482,0.555,0.47,0.412,0.802,1.064,0.56,0.547,0.842,0.638,0.711,0.502,0.518,0.553,0.615,1.226,1.029,1.003,1.084,0.935,0.655,3.764,4.814,8.594
9/29/2021,0.604,0.553,0.562,0.55,0.547,0.704,0.58,0.934,0.983,0.987,0.553,0.474,0.465,0.833,0.466,0.594,0.649,0.742,0.818,0.845,0.988,0.945,1.144,0.546,3.481,5.017,8.568
9/30/2021,0.486,0.445,0.438,0.428,0.426,0.603,0.433,0.71,1.085,0.553,0.506,0.519,0.653,0.554,0.658,1.096,0.707,0.785,2.054,1.161,1.051,1.117,0.999,0.829,4.187,5.693,8.416
10/1/2021,0.481,0.459,0.462,0.565,0.496,0.461,0.45,1.069,0.637,0.942,0.584,0.692,0.804,0.624,0.494,0.98,0.418,0.438,0.907,1.432,0.918,1.196,1.029,0.892,4.012,4.577,8.841
10/2/2021,0.621,0.494,0.492,0.51,0.48,0.594,0.506,0.464,0.565,0.72,0.649,0.74,0.614,0.471,0.686,0.575,0.583,0.889,0.812,0.564,0.642,0.644,0.836,1.049,0,0,15.2
10/3/2021,0.686,0.517,0.491,0.583,0.504,0.492,0.497,0.477,0.456,0.5,0.87,0.836,0.832,0.55,0.757,1.155,1.14,1.085,1.705,1.479,1.147,1.323,1.095,0.871,0,0,20.048
10/4/2021,0.596,0.493,0.484,0.464,0.563,0.764,0.458,0.721,0.939,0.597,0.583,0.515,0.634,0.599,0.615,0.727,0.684,1.043,1.384,1.397,1.444,1.23,1.323,0.983,3.774,5.267,10.199
10/5/2021,0.776,0.818,0.572,0.54,0.518,0.509,0.491,0.896,0.966,0.618,0.585,0.582,0.624,0.547,0.572,0.909,0.85,1.035,1.114,1.333,1.046,0.99,1.05,0.838,4.084,5.214,9.481
10/6/2021,0.521,0.482,0.51,0.495,0.523,0.82,0.512,0.822,1.162,0.608,0.571,0.676,0.568,0.625,0.609,0.682,0.826,1.143,1.264,1.109,1.304,1.267,1.14,0.892,3.986,5.57,9.575
10/7/2021,0.707,0.494,0.44,0.471,0.483,0.646,0.438,0.801,0.904,0.539,0.491,0.552,0.796,0.743,0.912,0.819,0.748,0.933,1.725,0.942,1.096,1.151,0.996,0.543,4.57,5.393,8.407
10/8/2021,0.526,0.471,0.496,0.493,0.492,0.567,0.528,0.458,0.905,0.575,0.563,0.51,0.475,1.209,1.217,0.802,0.474,0.501,0.84,0.928,0.883,0.913,0.95,1.046,4.687,3.842,8.293
10/9/2021,0.731,0.547,0.515,0.533,0.514,0.559,0.527,0.507,0.667,0.75,1.021,1.015,1.225,0.847,0.651,0.812,0.978,0.937,0.983,1.27,1.067,1.319,1.479,1.502,0,0,20.956
10/10/2021,0.983,0.824,0.772,0.759,0.77,0.765,0.768,0.767,1.264,0.888,1.028,1.25,0.998,1.128,0.9,0.767,0.992,1.177,1.353,1.159,1.154,1.401,1.401,1.332,0,0,24.6
10/11/2021,1.045,0.581,0.526,0.712,0.528,0.588,0.544,0.549,0.547,0.593,0.589,0.618,0.544,0.885,0.82,0.867,0.823,0.868,1.126,1.301,1.196,1.155,1.036,0.775,0,0,18.816
10/12/2021,0.618,0.516,0.486,0.481,0.479,0.46,0.474,0.792,0.901,0.679,0.594,0.56,0.701,1.224,1.228,0.877,0.869,1.052,1.099,1.105,0.935,0.999,0.907,0.857,5.459,5.117,8.317
10/13/2021,0.806,0.656,0.477,0.503,0.509,0.732,0.475,0.542,1.02,0.856,0.749,0.614,0.578,0.593,0.593,0.869,0.72,0.955,0.888,0.89,1.003,1.192,1.069,0.824,3.967,5.01,9.136
